vertex_index,distance,angle,elev,x,y,relief,velocity
141,587.44884419856737,115.53596408305224,275.164,1026226.313,-537425.859,8.125,7.360
142,591.25647929005095,115.53596408305224,275.250,1026229.748,-537427.501,8.039,7.360
143,595.06411438158466,104.93993781676492,275.375,1026233.184,-537429.142,8.008,6.083
144,598.64403017517941,94.34391155068674,275.539,1026236.754,-537429.413,8.063,6.083
145,602.22394596866695,94.34391155068674,275.805,1026240.323,-537429.684,8.102,6.083
146,605.80386176226170,108.77150486000129,275.953,1026243.893,-537429.955,8.109,6.083
147,608.43262616335869,123.19909817100999,276.188,1026246.093,-537431.395,8.008,6.083
148,611.06139056435836,128.16791562675749,276.242,1026248.292,-537432.834,7.938,6.083
149,614.65405840777919,133.13673308113297,276.258,1026250.914,-537435.291,7.859,6.083
150,618.24672625112044,117.82424993155702,276.242,1026253.536,-537437.747,7.766,6.083
151,621.65470538003501,102.51176678287050,276.273,1026256.863,-537438.485,7.641,6.083
152,625.06268450883590,134.13561792013138,276.430,1026260.190,-537439.224,7.719,6.083
153,628.91455845583505,165.75946905718024,276.313,1026261.137,-537442.957,7.500,6.083
154,632.76643240283420,159.93935254021912,276.367,1026262.085,-537446.691,7.391,6.083
155,636.35986866633084,154.11923602325797,276.391,1026263.653,-537449.924,7.320,6.083
156,639.95330492982748,147.09290155519000,276.578,1026265.222,-537453.157,7.250,6.083
157,644.49678425593515,140.06656708712200,276.867,1026268.138,-537456.641,7.141,6.083
158,649.04026358204283,149.07317072205976,277.008,1026271.055,-537460.125,6.953,6.083
159,651.97416887248528,158.07977435742185,277.102,1026272.150,-537462.846,6.820,6.083
160,654.90807416303574,131.41216688669812,277.102,1026273.245,-537465.568,6.734,6.083
161,657.62544000216212,104.74455941555001,277.164,1026275.873,-537466.260,6.609,6.083
162,660.34280584128851,105.48205702027099,277.281,1026278.501,-537466.951,6.523,6.083
163,663.17452925855673,106.21955462579383,277.344,1026281.220,-537467.742,6.492,6.083
164,666.00625267596934,117.06774968219572,277.359,1026283.939,-537468.533,6.406,6.083
